정리된 역명,총승하차인원,사용일자수,평균 하루 총 승하차인원
과천10단지,27126,45,603.0
청솔아파트,27153,45,603.0
화정역.덕양구청,27132,45,603.0
인덕원역8번출구,27078,45,602.0
서초푸르지오써밋.롯데캐슬클래식,27094,45,602.0
남성역.남성역골목시장,27086,45,602.0
천일중.구강사,27071,45,602.0
양현보도육교,27083,45,602.0
혜화우체국,27092,45,602.0
금정가구거리,27074,45,602.0
북한산스카이빌딩,27079,45,602.0
유회진학술정보관.제1공학관,27030,45,601.0
서래마을.서래글로벌빌리지센터,26995,45,600.0
서울역공항철도15번출구,24011,40,600.0
가양9단지아파트,26990,45,600.0
문정시영.세영청마루아파트,26981,45,600.0
금호.현대아파트,26978,45,600.0
등촌3동천주교회,26952,45,599.0
대왕초등학교,26941,45,599.0
우리들약국,26948,45,599.0
영화사입구,26915,45,598.0
중계목화아파트4단지,26919,45,598.0
청계한신휴플러스아파트,26925,45,598.0
화곡중.고등학교,26927,45,598.0
거여역3번출구.현대2차아파트,26917,45,598.0
가좌행복주택.건영월드컵아파트,26864,45,597.0
성수사거리.성수초등학교,26871,45,597.0
봉천고개관악현대아파트,26855,45,597.0
은진초교입구.은뜨락도서관,26884,45,597.0
상일동산.롯데캐슬베네루체,26852,45,597.0
장삼주유소,26812,45,596.0
대림1동새마을금고,26801,45,596.0
대림프라자,26836,45,596.0
홍은사거리.북한산더샵아파트앞,26820,45,596.0
안곡중고교,26767,45,595.0
창림초등학교후문,26753,45,595.0
청룡사.보문파크뷰자이아파트,26742,45,594.0
래미안옥수리버젠.옥수중앙교회,26695,45,593.0
자산약국.월곡전철역입구.6호선,26706,45,593.0
수정빌딩,26703,45,593.0
강남역하나은행,26667,45,593.0
신당초등학교앞,26627,45,592.0
동아운수앞,26649,45,592.0
신동아상가,26593,45,591.0
원종역3번출구,26606,45,591.0
춘의역,26595,45,591.0
우리은행서교동지점,26597,45,591.0
명지대입구.신원지벤스타,26551,45,590.0
종암사거리,26554,45,590.0
문일고입구,26535,45,590.0
개화역1번출구.개화검문소,26563,45,590.0
신도중학교,26518,45,589.0
마곡수명산파크5단지6단지,26489,45,589.0
옥수파크힐스아파트앞,26461,45,588.0
별빛마을8단지.롯데마트,26443,45,588.0
창동주공19단지,26462,45,588.0
남대문경찰서,26481,45,588.0
영등포농협도림로지점.우리시장,26471,45,588.0
동답한신.대림아파트동대문체육관,26429,45,587.0
중화2동새마을금고,26407,45,587.0
잠실파크리오아파트앞,26424,45,587.0
방화역3번출구,26380,45,586.0
한진202동앞,26374,45,586.0
군포1동행정복지센터.군포역,26386,45,586.0
정보도서관,26323,45,585.0
풍납토성서성벽,26335,45,585.0
벽산평창힐스아파트,26275,45,584.0
방학동우성아파트,26297,45,584.0
금강제화,26263,45,584.0
체육문화회관,26275,45,584.0
강동자이?프라자아파트,26275,45,584.0
우성6차아파트,26217,45,583.0
래미안에스티지에스,26242,45,583.0
폭포동,26242,45,583.0
혜화여고,26233,45,583.0
일원역,26219,45,583.0
새솔초등학교,26257,45,583.0
낙양물사랑공원앞,26206,45,582.0
이북오도청,26211,45,582.0
장승배기역4번출구,26168,45,582.0
휘경미소지움아파트,26174,45,582.0
황학교.텐즈힐몰,26144,45,581.0
망원동사거리,26160,45,581.0
원종역2번출구,26136,45,581.0
성내삼성아파트.공안과,26156,45,581.0
도산공원.호림아트센터앞,26107,45,580.0
상계불암대림아파트,26092,45,580.0
독산주공14단지,26109,45,580.0
LG아파트상가,26065,45,579.0
창신교회.서리풀노리학교,26020,45,578.0
하이브랜드,26024,45,578.0
오봉초등학교,25973,45,577.0
상계주공7단지,25961,45,577.0
신논현역4번출구,25978,45,577.0
타임스퀘어.영등포소방서,25944,45,577.0
상계6.7동주민센터,25964,45,577.0
수도전기공고후문,25945,45,577.0
시립도봉노인종합복지관,25903,45,576.0
독산고등학교,25915,45,576.0
삼화연립,25914,45,576.0
서면초.안서중.창의경영고,25913,45,576.0
묵동삼거리.먹골역,25901,45,576.0
가양동CJ주식회사,25913,45,576.0
철산센트럴푸르지오,25907,45,576.0
금란교회앞,25899,45,576.0
동대문역.2번출구,25936,45,576.0
개포시장.개포5단지상가,25906,45,576.0
영동일고트리지움APT정문앞,25884,45,575.0
LH이편한세상,25894,45,575.0
방학동우성.청구아파트,25823,45,574.0
고은초등학교.홍제센트럴아이파크,25851,45,574.0
기자촌11단지앞,25814,45,574.0
면목5동.서울시집집마당,6891,12,574.0
고양동산초등학교,25849,45,574.0
장위동그린빌아파트,25807,45,573.0
보람쉬움아파트,25759,45,572.0
도래울2단지상가,25722,45,572.0
가락1동주민센터,25729,45,572.0
김수영문학관,25706,45,571.0
강남신동아파밀리에1단지,25651,45,570.0
중계주공7단지,25623,45,569.0
독산3치안센터.꿈꾸는나무,25615,45,569.0
정은파크빌,25568,45,568.0
삼성그린빌,25575,45,568.0
신논현역3번출구,25558,45,568.0
겸재정선미술관.서울식물원,25547,45,568.0
미도아파트.메트로병원,25549,45,568.0
상계6동우체국,25504,45,567.0
승산밝은빛교회.구무림비디오,25423,45,565.0
신촌기차역입구,25434,45,565.0
이수시너스.이수역7번출구,25410,45,565.0
을지대학교,25384,45,564.0
보람아파트2단지,25382,45,564.0
상계주공10단지상가,25374,45,564.0
길동초등학교,25362,45,564.0
디아크리온강남아파트,25400,45,564.0
제기역약령시장,25394,45,564.0
문정시영.세양청마루아파트,25357,45,563.0
가로공원공영주차장,25314,45,563.0
래미안하이리버아파트,25349,45,563.0
청호나이스,25355,45,563.0
월계사슴아파트2단지,25312,45,562.0
화랑타운아파트,25307,45,562.0
아파트형공장,25247,45,561.0
백범광장,25262,45,561.0
등촌3동5단지아파트.등촌고등학교,25228,45,561.0
황학동주민센터,25197,45,560.0
강일리버파크5단지.4단지,25196,45,560.0
영도초등학교,25184,45,560.0
청수탕,25185,45,560.0
백석역.고양종합터미널,25216,45,560.0
코오롱아파트사거리,25192,45,560.0
한국항공대역.1번출구,25147,45,559.0
당산동삼익아파트,25167,45,559.0
도림교회,25137,45,559.0
세종초교앞,25099,45,558.0
이촌동동부센트레빌,25124,45,558.0
중계주공6단지상가,25096,45,558.0
장안현대홈타운앞,25124,45,558.0
성공회대학교유한공고앞,25091,45,558.0
유전공학연구소.반도체공동연구소,25098,45,558.0
갑을씨티텔앞,25064,45,557.0
송중동한일유엔아이,25068,45,557.0
DMC한양아파트,25070,45,557.0
철산아파트.탄현역앞,25020,45,556.0
문성골,25005,45,556.0
신원동치안센터,25009,45,556.0
원광초등학교,25041,45,556.0
답십리래미안미드카운티,25032,45,556.0
효창동주민센터.금양초등학교,25034,45,556.0
래미안501동앞,24956,45,555.0
가구단지입구,24964,45,555.0
서오릉길교차로,24966,45,555.0
우성캐릭터빌아파트,24986,45,555.0
서울중앙교회앞,24981,45,555.0
용산전자상가입구,24964,45,555.0
서울역,24940,45,554.0
개봉전화국,24910,45,554.0
삼전동쌍용하이츠빌라,24903,45,553.0
파이낸셜뉴스.현대렉시온오피스텔,24898,45,553.0
현대힐스테이트1차정문,24869,45,553.0
서안이노빌아파트.평촌어바인퍼스트,24906,45,553.0
마곡우촌아파트,24830,45,552.0
동원베네스트주차장.두산위브입구,24853,45,552.0
송암교회.화계사거리.수유보건지소,24833,45,552.0
시흥2동주민센터.동일여고,24825,45,552.0
보훈회관,24813,45,551.0
분당구청입구.수내역,24801,45,551.0
거리공원,24785,45,551.0
금양초등학교,24730,45,550.0
백련산힐스테이트4차,24745,45,550.0
광화문광화문빌딩,24769,45,550.0
능곡역.능곡시장,24763,45,550.0
구암어린이집앞,24743,45,550.0
서서울농협홍대역점,24686,45,549.0
면목신우아파트,24683,45,549.0
영동시장,24718,45,549.0
구로주공.구일우성APT,24692,45,549.0
래미안위례.위례고운초등학교앞,24677,45,548.0
수서역KT수서지점,24654,45,548.0
방배,24669,45,548.0
서대문문화체육회관,24654,45,548.0
가락동쌍용아파트앞,6582,12,548.0
더미켈란아파트,24639,45,548.0
원불교앞,24660,45,548.0
LPG가스충전소,24630,45,547.0
신당동삼성아파트.금호여중,24584,45,546.0
현대아파트106동,24565,45,546.0
서울특별시북부병원,24579,45,546.0
문정3차푸르지오아파트.송파파인타운1단지,24557,45,546.0
묵동자이.신도브래뉴아파트,24563,45,546.0
쌍암사입구,24512,45,545.0
홍연시장,24517,45,545.0
외대.경희대후문,24517,45,545.0
용마루고개.신공덕삼성아파트,24530,45,545.0
연희지하차도,24494,45,544.0
강북문화정보도서관,24466,45,544.0
대조시장앞,24463,45,544.0
오륜교회앞,24445,45,543.0
용암초등학교.이태원2동주민센터,24444,45,543.0
신정4동경서농협,24446,45,543.0
상명초등학교,24372,45,542.0
신한은행본점,24354,45,541.0
불광역9번출구,24343,45,541.0
뉴대성병원.심곡천,24304,45,540.0
등촌역1번출구,24311,45,540.0
신내쌍용아파트,24322,45,540.0
도화동현대아파트,24282,45,540.0
우이동차고지종점,24318,45,540.0
문정동푸르지오아파트,7558,14,540.0
강서농수산물도매시장,24277,45,539.0
길동성당,24265,45,539.0
암사역사공원역3번출구,24206,45,538.0
광남사거리.광명교육청,24194,45,538.0
왕십리역6-1번출구,24209,45,538.0
공항동송정중학교,24185,45,537.0
가리대.소하3단지.소하상업지구,24170,45,537.0
화평교회,24187,45,537.0
우이성당,24184,45,537.0
홈플러스.문일중고입구,24135,45,536.0
방배중학교,24136,45,536.0
구로고대병원정문,24118,45,536.0
길동자연생태공원,24091,45,535.0
용사촌입구.밥할머니공원앞,24062,45,535.0
불암동,24074,45,535.0
강동리엔파크13.14단지,24081,45,535.0
은평구민체육센터앞,24070,45,535.0
신화초교입구,24071,45,535.0
경남아파트.서울특별시북부병원,17657,33,535.0
번3동주민센터,24028,45,534.0
논현역4번출구,23985,45,533.0
군포G샘병원,23981,45,533.0
성남종합운동장.성남동행정복지센터,23948,45,532.0
에너지자원연구소,23921,45,532.0
대림벽산아파트,23939,45,532.0
남구로역6번출구,23927,45,532.0
한신아파트후문,23937,45,532.0
서교동교회,23924,45,532.0
성지아파트,23897,45,531.0
중화2동체육공원,23880,45,531.0
강일리버파크8단지,23883,45,531.0
두산위브205동앞,23892,45,531.0
상일1동주민센터.롯데캐슬베네루체,23882,45,531.0
중랑소방서,23860,45,530.0
한강성심병원,23861,45,530.0
명문고등학교,23844,45,530.0
삼일약국.롯데마트,23863,45,530.0
중랑역동부시장1,23869,45,530.0
송파더센트레.송례중앞,23826,45,529.0
창동고등학교,7411,14,529.0
NC백화점앞,23789,45,529.0
서초2동주민센터서이초등학교,23778,45,528.0
서울역공항철도15번출구.국립극단,2641,5,528.0
아크로힐스논현,23738,45,528.0
당동지하차도,23697,45,527.0
한울중학교,23707,45,527.0
문정푸르지오1차아파트,17405,33,527.0
서현중학교,23656,45,526.0
휘경공고휘경주공아파트,23651,45,526.0
서울성모병원,23666,45,526.0
독산1동한신코아,23605,45,525.0
한강공원입구,23638,45,525.0
엘림복지원,23608,45,525.0
비산롯데캐슬,23631,45,525.0
상계중학교정문,23611,45,525.0
한국과학기술연구원입구,23629,45,525.0
푸른수목원후문.저수지앞,23598,45,524.0
대진고등학교.하계우방아파트,23561,45,524.0
중앙하이츠빌라앞,23586,45,524.0
잔디마을,23591,45,524.0
삽준네마을,23587,45,524.0
유완약국.성림교회,23583,45,524.0
KBS,23536,45,523.0
현대홈타운아파트,23518,45,523.0
관양중학교,23544,45,523.0
금융연수원,23521,45,523.0
덕은초.덕양중학교,23537,45,523.0
성수1가1동새마을금고,23549,45,523.0
중곡역.국립정신건강센터,23498,45,522.0
용마루고개.효창파크푸르지오아파트,23480,45,522.0
상계중학교,23483,45,522.0
목동14단지관리사무소앞,23510,45,522.0
연산군정의공주묘,23470,45,522.0
천호동로데오거리,23502,45,522.0
서계동,23500,45,522.0
마곡나루역1번출구,23440,45,521.0
영빌딩앞,23457,45,521.0
빛교회.이수중앙시장,23428,45,521.0
사당동대아신협앞,23428,45,521.0
담터고개,23402,45,520.0
서울시인재개발원입구,23421,45,520.0
후암3거리,2598,5,520.0
장위동동원베네스트.온누리병원,23382,45,520.0
효창운동장.효창동주민센터,23387,45,520.0
광화문.금호아시아나본관앞,23337,45,519.0
숭례문앞,23356,45,519.0
극동아파트5동,23349,45,519.0
혜화경찰서,23340,45,519.0
종로사약국,23377,45,519.0
제기시장,23374,45,519.0
정보과학도서관,23347,45,519.0
문배동이안아파트앞,23303,45,518.0
응봉역.광희중,23297,45,518.0
송파와이즈더샵.엠코타운센트로엘,23332,45,518.0
봉원동사거리,23322,45,518.0
백석역,23307,45,518.0
강일리버파크10단지.9단지,23278,45,517.0
정자3동주민센터,23274,45,517.0
상신초등학교입구,23285,45,517.0
새마을금고.구리시장입구,23274,45,517.0
테크노마트.광진문화원,23255,45,517.0
난우초등학교,23235,45,516.0
성산시영아파트,23215,45,516.0
장위중학교,23229,45,516.0
중곡동성당앞,23210,45,516.0
한신대신학대학원.화계사,23161,45,515.0
이대역5번출구,23154,45,515.0
성곡동주민센터,23177,45,515.0
현대한의원,23193,45,515.0
이펜하우스1단지.어르신요양센터,23183,45,515.0
하모니마트,23164,45,515.0
홍은2동주민센터,23155,45,515.0
샘말어린이공원,23108,45,514.0
염창동아3차아파트,23115,45,514.0
힐스테이트2단지후문앞,23136,45,514.0
불암고등학교,23074,45,513.0
강서구청별관,23095,45,513.0
대원칸다빌.모아미래도.유승한내들이든힐즈,23069,45,513.0
래미안에스티움,23083,45,513.0
홍은유원아파트,23028,45,512.0
노들역5번출구,23040,45,512.0
은천아파트,23055,45,512.0
쌍문동현대1차아파트,23025,45,512.0
동양월드타워,23021,45,512.0
새마을금고사거리,23039,45,512.0
DMC리버파크자이,23054,45,512.0
디지털3단지.월드벤처센터,23057,45,512.0
청계산옛골,22994,45,511.0
구의아크로리버앞,23013,45,511.0
안양예술공원지하도,23009,45,511.0
삼청파출소,22982,45,511.0
부천우편집중국.부천실업고,23002,45,511.0
우장산월드메르디앙아파트,22981,45,511.0
국립암센터,22973,45,511.0
천호역5번출구,22962,45,510.0
서림아파트,22956,45,510.0
석수현대아파트,22936,45,510.0
상봉역2번출구,22936,45,510.0
북일산전화국.일산2동주민센터,22891,45,509.0
청계산.원터골,22908,45,509.0
동묘앞역6번출구,22896,45,509.0
창동동아아파트,22883,45,509.0
양현관,22914,45,509.0
마포한강아이파크아파트,22917,45,509.0
구룡사,22922,45,509.0
e편한세상문래에듀플라츠,22864,45,508.0
한국건강관리협회,22865,45,508.0
방학동신우빌라,22855,45,508.0
한승미메이드아파트,22818,45,507.0
한일탕,22781,45,506.0
구세군강북종합사회복지관,22756,45,506.0
강남세브란스병원,22777,45,506.0
두산아파트,22704,45,505.0
대치2동주민센터.래미안하이스턴,22722,45,505.0
한신103동앞,22724,45,505.0
부천북부역농협,22740,45,505.0
개포한신.우성4차아파트,22734,45,505.0
송파글마루도서관.버들어린이집,22712,45,505.0
수주도서관.고강선사유적공원,22665,45,504.0
초원약국,22700,45,504.0
8번지입구,22689,45,504.0
대원사거리,22682,45,504.0
핑크힐병원,22642,45,503.0
중계본동종점,22632,45,503.0
중계주공6단지,22621,45,503.0
발산역.NC백화점,22641,45,503.0
한림연예예술고교,22632,45,503.0
문현초등학교,15589,31,503.0
성원중성수동이마트앞,22646,45,503.0
사당종합체육관,22621,45,503.0
마곡엠밸리14단지아파트,22632,45,503.0
옛골,22594,45,502.0
수촌마을,22585,45,502.0
한성병원.민방위교육장,22589,45,502.0
항동복합행정센터,22577,45,502.0
송양고등학교,22572,45,502.0
중목초등학교,22575,45,502.0
서빙고동,22607,45,502.0
중계주공5단지514동,22551,45,501.0
동문굿모닝힐,22533,45,501.0
강일리버파크1단지.3단지,22564,45,501.0
유원극동아파트,22543,45,501.0
신도브래뉴.한전노원변전소,22527,45,501.0
방이역3번출구대림아파트,22551,45,501.0
서일대정문,22517,45,500.0
국제대학원,22508,45,500.0
송파파인타운3단지.한림예고,22521,45,500.0
서초구청맞은편,22458,45,499.0
상도SH빌아파트상도팰리스후문,22434,45,499.0
가든호텔.삼성프라자,22434,45,499.0
월곡동신아파트,22450,45,499.0
7호선수락산역,22405,45,498.0
하안주공8.13단지,22410,45,498.0
서린동.SK서린빌딩,22425,45,498.0
돌곶이역2번출구,22415,45,498.0
중대부고앞,22432,45,498.0
응암시장입구,22417,45,498.0
푸르지오604동앞,22412,45,498.0
현대1차.우성3차아파트,22415,45,498.0
목동프라자,22399,45,498.0
용산고등학교,22363,45,497.0
광흥창역,22367,45,497.0
산본래미안아파트,22330,45,496.0
수명산파크7단지정문,22309,45,496.0
포스코더샵아파트.별사랑마을2-9,22313,45,496.0
신가초등학교,22318,45,496.0
구.사조참치,22285,45,495.0
도곡중학교.강남세브란스병원,22260,45,495.0
홍파복지원.수락산벨리체아파트,22271,45,495.0
장위시장,22273,45,495.0
희성교회,22254,45,495.0
휘경여중고.휘경주공아파트,22259,45,495.0
원미구청,22241,45,494.0
석계역1번출구,22242,45,494.0
포도원.현대.대림아파트.유한양행,22186,45,493.0
호남고속터미널,22201,45,493.0
서울중앙지방검찰청대검찰청,22185,45,493.0
상도은빛어르신복지관.터널경로당,22182,45,493.0
월계삼호4차아파트,22196,45,493.0
장안치안센터,22179,45,493.0
새절역,22174,45,493.0
미니슈퍼,22124,45,492.0
꿈의숲대명루첸아파트,22148,45,492.0
성동노인복지관,22147,45,492.0
법조타운공영주차장,22158,45,492.0
올림픽베어스타운아파트앞,22129,45,492.0
홍지문,22121,45,492.0
우이동차고지기점,22121,45,492.0
서울대후문.연구공원,22115,45,491.0
천왕역,22073,45,491.0
옥수동종점,22074,45,491.0
서빙고동주민센터,22110,45,491.0
오정동경인OBS방송국,21986,45,489.0
농협.홈플러스,21999,45,489.0
역촌동성당,21993,45,489.0
KCC스위첸후문,22018,45,489.0
새마을금고앞,21943,45,488.0
북서울농협창동지점,21967,45,488.0
당고개입구오거리,21941,45,488.0
대영고등학교.신길센트럴아이파크,21977,45,488.0
세곡푸르지오.은곡삼거리,21952,45,488.0
방산시장.훈련원종합체육관,21951,45,488.0
강서구립봉제산어르신복지센터,21943,45,488.0
광문고.서울컨벤션고,21972,45,488.0
성수1가새마을금고,21901,45,487.0
강일역.고덕리엔파크2단지.3단지,21920,45,487.0
명일중학교,21936,45,487.0
개화역광역환승센터,21859,45,486.0
용산세무서,21869,45,486.0
목동14단지상가,21864,45,486.0
낙산공원,21848,45,486.0
마두1동주민센터,21854,45,486.0
600주년기념관,18449,38,486.0
신곡현대아파트,21857,45,486.0
양원역,21840,45,485.0
묵동공감대아파트,21845,45,485.0
국악중고교,21807,45,485.0
공구상가,21834,45,485.0
공항중학교,21766,45,484.0
창동주공18단지,21784,45,484.0
경기대후문,21739,45,483.0
소방서앞,21752,45,483.0
자양중학교앞,21694,45,482.0
한양지구대,21671,45,482.0
서울시동부기술교육원.명덕초교,21673,45,482.0
필립메디컬센터,21709,45,482.0
길음1동주민센터.길음중앙새마을금고앞,21692,45,482.0
사직공원.경복궁역입구,21675,45,482.0
서울위례별초교,21673,45,482.0
삼원목욕탕,21694,45,482.0
삼익선경아파트,21691,45,482.0
인헌연세약국,21651,45,481.0
사당5치안센터,21643,45,481.0
꿈의숲해링턴아파트108동앞,21646,45,481.0
신길중앙새마을금고신길4동지점,21649,45,481.0
BK국제관,21641,45,481.0
독산주공13단지,21586,45,480.0
한신대학교,21611,45,480.0
석관중고등학교앞,21580,45,480.0
신논현역1번출구,21590,45,480.0
보람쉬움아파트.신영시장,21618,45,480.0
산본주유소,21599,45,480.0
산성교회,21620,45,480.0
상록수아파트앞,21590,45,480.0
화곡유치원,21611,45,480.0
군포역,21573,45,479.0
삼화상운,21546,45,479.0
서울아산병원장례식장,21501,45,478.0
난곡공영차고지,21530,45,478.0
망원시장,21509,45,478.0
구로남초등학교,21510,45,478.0
가락대림아파트,21496,45,478.0
기업은행중계동WM센터,21506,45,478.0
공항중학교.마곡엠밸리9단지,21460,45,477.0
밤골.상도역롯데캐슬파크엘,21467,45,477.0
이대서울병원,21455,45,477.0
방배동대우효령아파트앞,21412,45,476.0
성산초등학교,21429,45,476.0
양화대교전망카페,21441,45,476.0
경복궁.국립민속박물관,21413,45,476.0
언주역5번출구.차병원사거리,21395,45,475.0
양화진성지공원입구,21372,45,475.0
교보타워앞,21356,45,475.0
대영마트,21356,45,475.0
온누리약국,21374,45,475.0
서강수협.신수중학교,21344,45,474.0
대원터널앞사거리,21352,45,474.0
복지관운동장,21326,45,474.0
도곡한신아파트,21325,45,474.0
대림아파트후문.래미안로이파크,21300,45,473.0
한샘교회,21296,45,473.0
태양의집.썬프라자,21280,45,473.0
간호대정문,21264,45,473.0
서초호반써밋,21287,45,473.0
불광역1번출구,21244,45,472.0
배문중고등학교,21261,45,472.0
강남데시앙포레정문,21252,45,472.0
헌법재판소.안국역,21228,45,472.0
문정동제일은행,5669,12,472.0
경찰청,21244,45,472.0
송파더센트레.송례초앞,21258,45,472.0
한진207동앞,21241,45,472.0
경성중고.홍익디자인고,21240,45,472.0
동부기술교육원.장애인종합복지관,21238,45,472.0
큰빛의집앞,21199,45,471.0
부강아파트,21200,45,471.0
가산디지털단지역1호선앞,21204,45,471.0
공단본부.샤니,21181,45,471.0
한보구암마을아파트,21198,45,471.0
경기항공고등학교,21181,45,471.0
독박골.북한산래미안APT앞,21156,45,470.0
YDP미래평생학습관,21163,45,470.0
산천동,21147,45,470.0
현대아이파크아파트,21152,45,470.0
인헌아파트,21138,45,470.0
동영문화센터,21158,45,470.0
아차산역삼거리,21148,45,470.0
KCC사옥,21136,45,470.0
대림e편한세상1단지,21168,45,470.0
중계3단지목련아파트,21140,45,470.0
주공아파트.남도학숙,21085,45,469.0
계상초등학교,21095,45,469.0
도봉고등학교,21089,45,469.0
고척초등학교,21109,45,469.0
상계현대3차아파트,21065,45,468.0
삼거리우편물취급소,21049,45,468.0
서부운수기점,21002,45,467.0
삼성서울병원정문,21034,45,467.0
월계삼호아파트,20995,45,467.0
쌍문동한양아파트,20959,45,466.0
코오롱아파트.양지대림아파트,20985,45,466.0
영등포역1번출구,20960,45,466.0
번동해모로아파트,20989,45,466.0
오륜사거리,20970,45,466.0
광명이편한세상센트레빌아파트,20951,45,466.0
중곡우체국앞,20913,45,465.0
우디안아파트114동앞,20928,45,465.0
오금역3번출구,20922,45,465.0
신목동역2번출구,20941,45,465.0
구민문화체육센터,20876,45,464.0
고덕리엔파크3단지,20885,45,464.0
뉴서울아파트,20891,45,464.0
춘추문,20862,45,464.0
구송파세무서,6492,14,464.0
용암한신아파트,20857,45,463.0
노원고등학교,20824,45,463.0
고양시청,20834,45,463.0
삼성산성지,20818,45,463.0
남가좌동아이파크후문,20839,45,463.0
청파동,20783,45,462.0
강남구민체육관,20795,45,462.0
효창공원역,20796,45,462.0
사거리,20769,45,462.0
장위동입구,20741,45,461.0
넓은마당,20731,45,461.0
용산전자상가10동,20745,45,461.0
항동우남퍼스트빌,20755,45,461.0
파크데일아파트1단지앞,20735,45,461.0
경춘선숲길.토끼굴앞,20696,45,460.0
둔촌시장.발리호텔,20714,45,460.0
성덕중고등학교,20719,45,460.0
미사강변루나리움.17단지,20710,45,460.0
인창중고,20686,45,460.0
은평성모병원,20704,45,460.0
일산정보산업고교,20674,45,459.0
현대아이파크1차후문,20655,45,459.0
산본2동행정복지센터,20617,45,458.0
중랑교동부시장,20589,45,458.0
신비로마트,20572,45,457.0
천왕이펜하우스3.4단지,20525,45,456.0
안골,20531,45,456.0
탄현동문아파트,20496,45,455.0
벽산.대주아파트,20472,45,455.0
종로교회앞,20479,45,455.0
청원고등학교후문,20471,45,455.0
서울정인학교,20432,45,454.0
미사강변푸르지오.하우스디더레이크,20449,45,454.0
국민은행.구로구민회관.구로아트밸리,20425,45,454.0
서울.경기양돈농협,20439,45,454.0
용문중고교,20451,45,454.0
영천시장입구,20431,45,454.0
구의현대2단지아파트,14998,33,454.0
12번지건영아파트,20396,45,453.0
한겨레신문사입구,20369,45,453.0
송정역4번출구,20368,45,453.0
호봉골,20388,45,453.0
임피리얼팰리스호텔.팬트힐루논현,20323,45,452.0
홍지문.옥천암,20332,45,452.0
송파구립산모건강증진센터,20333,45,452.0
미사역사일가공원.센텀팰리스.하남고,20352,45,452.0
강북문화정보도서관.해모로아파트,20321,45,452.0
해오름공원입구,20287,45,451.0
장안현대홈타운상가,18940,42,451.0
삼성하이츠빌라,20294,45,451.0
KEB하나은행,20309,45,451.0
목동아파트601동앞.이대병원,20307,45,451.0
신길보라매SK뷰아파트,20275,45,451.0
장암주공2단지.장암우성아파트,20290,45,451.0
둔촌푸르지오아파트사거리,20231,45,450.0
신안아파트.글로벌도서관,20269,45,450.0
강북구의회.강북문화예술회관,20242,45,450.0
국민대후문,20267,45,450.0
뉴코아백화점,20252,45,450.0
덕수고등학교,20260,45,450.0
홍은중학교,20244,45,450.0
성현동주민센터,20270,45,450.0
88병원,20223,45,449.0
당동주공아파트,20154,45,448.0
중원구청,20164,45,448.0
래미안922동앞,20167,45,448.0
대림1동주민센터,20146,45,448.0
밤골터널.상도역롯데캐슬파크엘,20176,45,448.0
주공5단지,20168,45,448.0
GS편의점.소망유통,20116,45,447.0
입곡삼거리,20129,45,447.0
애동유치원,20074,45,446.0
꿈의숲해링턴아파트101동앞,20069,45,446.0
인구보건복지협회.제일빌딩,20085,45,446.0
경남아파트.북아현119안전센터,20066,45,446.0
마곡역교차로,20020,45,445.0
서울시품질시험소한국교원단체총연합회,20026,45,445.0
고덕아이파크101동,19977,45,444.0
의왕지구대.글로벌도서관,19975,45,444.0
13단지아파트입구,19991,45,444.0
경기과천교육도서관.과천역6출구,19958,45,444.0
충현중학교.광휘고등학교.오리서원,19973,45,444.0
지영슈퍼,19934,45,443.0
을지중학교,19944,45,443.0
강명초등학교.고덕천물놀이장,19928,45,443.0
무의공이순신장군묘,19908,45,442.0
성북세무서앞,19842,45,441.0
LH서초아파트,19859,45,441.0
녹번동대림JR아파트앞,19864,45,441.0
서울고사거리,19809,45,440.0
삼성래미안.동작청소년문화의집,19806,45,440.0
삼정호텔,19781,45,440.0
하이브랜드.코스트코.이마트,19780,45,440.0
서초푸르지오써밋,19735,45,439.0
구민회관앞,19742,45,439.0
일원지구대,19734,45,439.0
서초동진흥아파트,19738,45,439.0
태릉입구,19721,45,438.0
돈암신일해피트리아파트,19723,45,438.0
고천.의왕시청,19650,45,437.0
신성시장입구,19675,45,437.0
신창동세방아파트,19580,45,435.0
돈암힐스테이트.코오롱하늘채,19545,45,434.0
세계문화유산정릉,19511,45,434.0
강서노인회관,19528,45,434.0
노들역앞,19522,45,434.0
우성3차아파트,19503,45,433.0
가양역6번출구.현대프린스텔,19431,45,432.0
e편한세상신곡파크비스타,19450,45,432.0
대조동우체국,19433,45,432.0
강변한신코아,19442,45,432.0
수국사입구,19434,45,432.0
서초동신동아아파트,19452,45,432.0
한국사회봉사회,19459,45,432.0
세종대왕기념관,19427,45,432.0
춘의테크노파크단지앞,19389,45,431.0
디지털3단지.롯데이노베이트,13375,31,431.0
서울융합과학교육원,19396,45,431.0
상일1동주민센터.고덕사회체육센터,19385,45,431.0
우광타운,19410,45,431.0
신내6단지,19411,45,431.0
신풍역.수녀원,19413,45,431.0
당곡역,19329,45,430.0
천호시장,19367,45,430.0
한빛맹아학교,19363,45,430.0
신창교,19335,45,430.0
구306보충대,19336,45,430.0
신정이펜하우스2단지,19357,45,430.0
지에스마트,19357,45,430.0
발산어린이집,19339,45,430.0
대성병원,19339,45,430.0
발산중학교,19320,45,429.0
서울지방법무사회,19311,45,429.0
마곡실내배드민턴장,19310,45,429.0
풍납1동동아한가람아파트,19276,45,428.0
스위스그랜드호텔.현대아파트,19238,45,428.0
주공1단지.무궁화아파트,19199,45,427.0
